,characterName,characterLink,actorName,actorLink,houseName,royal,parents,siblings,killedBy,characterImageThumb,characterImageFull,nickname,killed,servedBy,parentOf,marriedEngaged,serves,kingsguard,guardedBy,actors,guardianOf,allies,abductedBy,abducted,sibling
305,Septa Unella,/character/ch0512215/,Hannah Waddingham,/name/nm1821446/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BYzUwNTlhNTktNDViMS00ZmJiLWJlMDMtNTUzZWU1ZTVjZTY4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzUwNTlhNTktNDViMS00ZmJiLWJlMDMtNTUzZWU1ZTVjZTY4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
306,Septon,/character/ch0540865/,Kenneth Hadley,/name/nm0352901/,,,,,,,,,,,,,,,,,,,,,
307,Septon,/character/ch0540865/,Terry Byrne,/name/nm0126298/,,,,,,,,,,,,,,,,,,,,,
308,Ser Endrew Tarth,/character/ch0540153/,Dez McMahon,/name/nm4757478/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMjJmYzRlZTUtODkwNS00OTE4LTllYWUtOTdiMGQ1MTE2MTU4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjJmYzRlZTUtODkwNS00OTE4LTllYWUtOTdiMGQ1MTE2MTU4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
309,Shae,/character/ch0250564/,Sibel Kekilli,/name/nm1402546/,,,,,['Tyrion Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMTA0NTY5NF5BMl5BanBnXkFtZTcwNjk2ODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMTA0NTY5NF5BMl5BanBnXkFtZTcwNjk2ODg4OQ@@._V1_.jpg,,,,,,,,,,,,,,
310,Shagga,/character/ch0305021/,Mark Lewis Jones,/name/nm0428765/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BY2Y1YTI2YTMtY2E3Ny00OTliLTg2MWYtMTFlYWU3ZjAyYzFiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BY2Y1YTI2YTMtY2E3Ny00OTliLTg2MWYtMTFlYWU3ZjAyYzFiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
311,Shaggydog,,,,Stark,,,"['Grey Wind', 'Lady', 'Nymeria', 'Summer', 'Ghost']",['Smalljon Umber'],,,,,,,,,,,,['Rickon Stark'],,,,
312,Shireen Baratheon,/character/ch0306346/,Kerry Ingram,/name/nm5081192/,Baratheon,,"['Stannis Baratheon', 'Selyse Baratheon']",,['Melisandre'],https://images-na.ssl-images-amazon.com/images/M/MV5BZjUzNmYzZDktZGY4ZS00ZDA1LWE1MGItMDAwM2E1ZGVlODg1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjUzNmYzZDktZGY4ZS00ZDA1LWE1MGItMDAwM2E1ZGVlODg1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
313,Silk King,/character/ch0345051/,Slavko Juraga,/name/nm0432838/,,,,,['Pyat Pree'],https://images-na.ssl-images-amazon.com/images/M/MV5BYTA3YTFlMDAtNzIxNy00NGQzLWJlMjYtZGY3MjdmNThjMGIwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYTA3YTFlMDAtNzIxNy00NGQzLWJlMjYtZGY3MjdmNThjMGIwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
314,Smalljon Umber,/character/ch0540067/,Dean S. Jagger,/name/nm2746504/,,,['Greatjon Umber'],,['Tormund Giantsbane'],https://images-na.ssl-images-amazon.com/images/M/MV5BNzViODI3ZTctMjZmNC00MzBhLWIxNTgtMDAzMTQ5OWM3YjE2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNzViODI3ZTctMjZmNC00MzBhLWIxNTgtMDAzMTQ5OWM3YjE2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Shaggydog'],,,,,,,,,,,,
315,Spice King,/character/ch0305005/,Nicholas Blane,/name/nm0087432/,,,,,['Pyat Pree'],https://images-na.ssl-images-amazon.com/images/M/MV5BYTA4NWE5ZDgtNjQ0Ni00YmUxLWJhZTgtOTRmY2U0YzI3YmE2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYTA4NWE5ZDgtNjQ0Ni00YmUxLWJhZTgtOTRmY2U0YzI3YmE2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
316,Stannis Baratheon,/character/ch0250897/,Stephen Dillane,/name/nm0226820/,Baratheon,,,"['Robert Baratheon', 'Renly Baratheon']",['Brienne of Tarth'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNzY0NzI0NF5BMl5BanBnXkFtZTcwNjA2NDk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNzY0NzI0NF5BMl5BanBnXkFtZTcwNjA2NDk4OQ@@._V1_.jpg,,"['Gordy', 'Simpson']",,['Shireen Baratheon'],['Selyse Baratheon'],,,,,,,,,
317,Stark Bannerman,/character/ch0517008/,Michael Stuart,/name/nm5792452/,,,,,,,,,,,,,,,,,,,,,
318,Stark Guard,/character/ch0305311/,Faolan Morgan,/name/nm4335246/,,,,,,,,,,,,,,,,,,,,,
319,Stark Guard,/character/ch0305311/,Rick Burn,/name/nm4492916/,,,,,,,,,,,,,,,,,,,,,
320,Stark Guard,/character/ch0305311/,David Sheehan,/name/nm1423916/,,,,,,,,,,,,,,,,,,,,,
321,Stark Guard,/character/ch0305311/,Paul Monahan,/name/nm5981376/,,,,,,,,,,,,,,,,,,,,,
322,Steelshanks Walton,/character/ch0396530/,Jamie Michie,/name/nm1652341/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxOWYwYTctNjFlMy00MmUyLWI4MWYtZjhkMzNhYjI5YzQ1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxOWYwYTctNjFlMy00MmUyLWI4MWYtZjhkMzNhYjI5YzQ1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
323,Stevron Frey,/character/ch0305329/,Colin Carnegie,/name/nm1794801/,Frey,,,,,,,,,,,,,,,,,,,,
324,Stiv,/character/ch0304972/,Stephen Don,/name/nm1651043/,,,,,['Theon Greyjoy'],https://images-na.ssl-images-amazon.com/images/M/MV5BYjFhYzE5NGYtMWM5Zi00YjAyLWI4YTktNDhhYTE1NGFhZjgwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYjFhYzE5NGYtMWM5Zi00YjAyLWI4YTktNDhhYTE1NGFhZjgwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
325,Styr,/character/ch0400416/,Yuri Kolokolnikov,/name/nm0464305/,,,,,['Jon Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyNDM4Mjc1M15BMl5BanBnXkFtZTgwODQyMTg1MTE@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyNDM4Mjc1M15BMl5BanBnXkFtZTgwODQyMTg1MTE@._V1_SX1777_CR0,0,1777,999_AL_.jpg",,"[""Olly's Mother""]",,,,,,,,,,,,
326,Summer,,,,Stark,,,"['Grey Wind', 'Lady', 'Nymeria', 'Shaggydog', 'Ghost']",['Wights'],,,,['Catspaw Assassin'],,,,,,,,['Bran Stark'],,,,
327,Syrio Forel,/character/ch0246934/,Miltos Yerolemou,/name/nm1115654/,,,,,['Meryn Trant'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2OTA3NDY5Nl5BMl5BanBnXkFtZTcwMDg0ODg5NA@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2OTA3NDY5Nl5BMl5BanBnXkFtZTcwMDg0ODg5NA@@._V1_SY1000_CR0,0,665,1000_AL_.jpg",,,,,,,,,,,,,,
328,Talisa Maegyr,/character/ch0305007/,Oona Chaplin,/name/nm2772105/,,,,,['Lothar Frey'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MjY3ODA5OF5BMl5BanBnXkFtZTcwMTA3NDk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MjY3ODA5OF5BMl5BanBnXkFtZTcwMTA3NDk4OQ@@._V1_.jpg,,,,,['Robb Stark'],,,,,,,,,
329,Talla Tarly,/character/ch0523897/,Rebecca Benson,/name/nm5039410/,Tarly,,"['Randyll Tarly', 'Melessa Tarly']","['Dickon Tarly', 'Samwell Tarly']",,https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwYTA2MWEtM2FjNS00MDNhLWIyMzMtODI0Mjg2Y2ZlODBiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwYTA2MWEtM2FjNS00MDNhLWIyMzMtODI0Mjg2Y2ZlODBiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
330,Ternesio Terys,/character/ch0473552/,Gary Oliver,/name/nm1146807/,,,,,,,,,,,,,,,,,,,,,
331,The Bear,/character/ch0085768/,Bart the Bear,/name/nm1212069/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0ODQyNzYtZjc4NC00ZmM5LWI5NTgtOTk2OWQ5NjY3ZmVkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0ODQyNzYtZjc4NC00ZmM5LWI5NTgtOTk2OWQ5NjY3ZmVkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,,,,,,,,,,,,,,
332,The Night King,/character/ch0512154/,,,,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BY2ZjNmYyMjAtNGUwYi00N2JmLWEyMTYtMDM5YmM2MWFhMWFiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BY2ZjNmYyMjAtNGUwYi00N2JmLWEyMTYtMDM5YmM2MWFhMWFiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,,"['Three-Eyed Raven', 'Viserion', 'Ned Umber', 'Theon Greyjoy']",,,,,,,"[{'actorName': 'Richard Brake', 'actorLink': '/name/nm0104114/', 'seasonsActive': [4, 5]}, {'actorName': ""Vladimir 'Furdo' Furdik"", 'actorLink': '/name/nm0298842/', 'seasonsActive': [6, 7, 8]}]",,,,,
333,The Tickler,/character/ch0305033/,Anthony Morris,/name/nm1677757/,,,,,"[""Jaqen H'ghar""]",https://images-na.ssl-images-amazon.com/images/M/MV5BNTRiZjdkNTctMzM3ZC00NDJjLWI1MjctNTdjZjFlYjNiOTMxXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTRiZjdkNTctMzM3ZC00NDJjLWI1MjctNTdjZjFlYjNiOTMxXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_.jpg,,['Tortured Prisoner'],,,,,,,,,,,,
334,The Waif,/character/ch0508054/,Faye Marsay,/name/nm3849670/,,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BMzlkNTU5NTYtNmY5OS00NTY2LTk2YWItODU0OTc0MTA5NDQ1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzlkNTU5NTYtNmY5OS00NTY2LTk2YWItODU0OTc0MTA5NDQ1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Lady Crane'],,,,,,,,,,,,
335,Thenn Warg,/character/ch0400416/,Joseph Gatt,/name/nm1395532/,,,,,['Samwell Tarly'],,,,,,,,,,,,,,,,
336,Theon Greyjoy,/character/ch0158526/,Alfie Allen,/name/nm0654295/,Greyjoy,,['Balon Greyjoy'],['Yara Greyjoy'],['The Night King'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3ODUyOTY3N15BMl5BanBnXkFtZTcwNjI4MTg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3ODUyOTY3N15BMl5BanBnXkFtZTcwNjI4MTg4OQ@@._V1_.jpg,,"['Stiv', 'Rodrik Cassel', 'Myranda', 'Bolton Soldier', 'Harrag']",,,,,,,,,,,,
337,Thin Man,/character/ch0540863/,Oengus MacNamara,/name/nm0534062/,,,,,,,,,,,,,,,,,,,,,
338,Thoros of Myr,/character/ch0316927/,Paul Kaye,/name/nm0443373/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNzc0MDUzNF5BMl5BanBnXkFtZTcwMDc1NzE5OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNzc0MDUzNF5BMl5BanBnXkFtZTcwMDc1NzE5OQ@@._V1_.jpg,,,,,,,,,,,,,,
339,Three-Eyed Raven,/character/ch0414457/,,,,,,,['The Night King'],https://images-na.ssl-images-amazon.com/images/M/MV5BOGI4NGRiNTUtM2ZlYy00ZjhlLWJlYWItMjgzNWIzYWQwZWY0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOGI4NGRiNTUtM2ZlYy00ZjhlLWJlYWItMjgzNWIzYWQwZWY0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,"[{'actorName': 'Struan Rodger', 'actorLink': '/name/nm0734654/', 'seasonsActive': [4]}, {'actorName': 'Max von Sydow', 'actorLink': '/name/nm0001884/', 'seasonsActive': [6]}]",,,,,
340,Timett,/character/ch0305004/,Tobias Winter,/name/nm4385245/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5MjU1NzA1NF5BMl5BanBnXkFtZTcwOTA2Nzk1NQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5MjU1NzA1NF5BMl5BanBnXkFtZTcwOTA2Nzk1NQ@@._V1_.jpg,,,,,,,,,,,,,,
341,Tobho Mott,/character/ch0305039/,Andrew Wilde,/name/nm0928408/,,,,,,,,,,,,,,,,,,,,,
342,Todder,/character/ch0509452/,Will O'Connell,/name/nm3727276/,,,,,,,,,,,,,,,,,,,,,
343,Tomard,/character/ch0305325/,Phil Dixon,/name/nm4475303/,,,,,,,,,,,,,,,,,,,,,
344,Tommen Baratheon,/character/ch0256424/,,,Baratheon,True,"['Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister']","['Joffrey Baratheon', 'Myrcella Baratheon']",['Tommen Baratheon'],https://images-na.ssl-images-amazon.com/images/M/MV5BOTY1YWUxM2QtZjhmZC00ZmQ2LThkM2YtNTk2MmQ5OTk3NGMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY1YWUxM2QtZjhmZC00ZmQ2LThkM2YtNTk2MmQ5OTk3NGMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Tommen Baratheon'],,,['Margaery Tyrell'],,,,"[{'actorName': 'Callum Wharry', 'actorLink': '/name/nm4422626/', 'seasonsActive': [1, 2]}, {'actorName': 'Dean-Charles Chapman', 'actorLink': '/name/nm2835616/', 'seasonsActive': [4, 5, 6]}]",,,,,
345,Tormund Giantsbane,/character/ch0316925/,Kristofer Hivju,/name/nm1970465/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1OTU3NjUzNF5BMl5BanBnXkFtZTcwNDE0NzE5OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1OTU3NjUzNF5BMl5BanBnXkFtZTcwNDE0NzE5OQ@@._V1_SY1000_CR0,0,717,1000_AL_.jpg",,"['Rattleshirt', 'Smalljon Umber']",,,,,,,,,,,,
346,Trystane Martell,/character/ch0506400/,Toby Sebastian,/name/nm4514519/,Martell,,['Doran Martell'],,['Obara Sand'],"https://m.media-amazon.com/images/M/MV5BODkzNjY0NTA0MV5BMl5BanBnXkFtZTgwNjc1NDE3NTE@._V1_SX100_CR0,0,100,100_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BODkzNjY0NTA0MV5BMl5BanBnXkFtZTgwNjc1NDE3NTE@._V1_.jpg,,,,,['Myrcella Baratheon'],,,,,,,,,
347,Tycho Nestoris,/character/ch0468190/,Mark Gatiss,/name/nm0309693/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BOTFjYWJjZTEtM2Y1Zi00YzE0LTkzOTItZGZkNzM2YjBiNjg5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTFjYWJjZTEtM2Y1Zi00YzE0LTkzOTItZGZkNzM2YjBiNjg5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
348,Tyene Sand,/character/ch0468075/,Rosabell Laurenti Sellers,/name/nm3065809/,Martell,,"['Oberyn Martell', 'Ellaria Sand']",,['Cersei Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BNDY5NzBiMTQtYzhmMS00Y2FmLTkzYzYtYzM2ODBjNGZlNGNiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDY5NzBiMTQtYzhmMS00Y2FmLTkzYzYtYzM2ODBjNGZlNGNiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,"['Areo Hotah', 'Maester Caleotte']",,,,,,,,,,,,
349,Tyrion Lannister,/character/ch0146096/,Peter Dinklage,/name/nm0227759/,Lannister,,['Tywin Lannister'],"['Cersei Lannister', 'Jaime Lannister']",,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MDAwOTI0OV5BMl5BanBnXkFtZTcwNjA3NDg1Nw@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MDAwOTI0OV5BMl5BanBnXkFtZTcwNjA3NDg1Nw@@._V1_SX1500_CR0,0,1500,999_AL_.jpg",,"['Shae', 'Tywin Lannister']",,,['Sansa Stark'],['Daenerys Targaryen'],,,,,,,,
350,Tywin Lannister,/character/ch0242185/,Charles Dance,/name/nm0001097/,Lannister,,,,['Tyrion Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BOTA4ODMxMzE1OV5BMl5BanBnXkFtZTcwMTM0ODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTA4ODMxMzE1OV5BMl5BanBnXkFtZTcwMTM0ODg4OQ@@._V1_.jpg,,,['Gregor Clegane'],"['Jaime Lannister', 'Cersei Lannister', 'Tyrion Lannister']",,,,,,,['Robert Baratheon'],,,
351,Vala,/character/ch0539344/,Meena Rayann,/name/nm5159884/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BYzdiYzllYjMtMGJmNC00NWIwLWIwMzEtOTM1Mjk4ZTkxZDM1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzdiYzllYjMtMGJmNC00NWIwLWIwMzEtOTM1Mjk4ZTkxZDM1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
352,Vardis Egen,/character/ch0294458/,Brendan McCormack,/name/nm1788152/,,,,,['Bronn'],https://images-na.ssl-images-amazon.com/images/M/MV5BMzg1Y2NiYTYtNDY0Yi00OGMwLWJjZjktZDVlNDE1Y2M3MTMzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzg1Y2NiYTYtNDY0Yi00OGMwLWJjZjktZDVlNDE1Y2M3MTMzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
353,Varly,/character/ch0379226/,Graham Charles,/name/nm1378721/,,,,,['Goldcloak'],,,,,,,,,,,,,,,,
354,Viserion,,,,Targaryen,,,"['Drogon', 'Rhaegal']","['The Night King', 'Arya Stark']",,,,"['Pyat Pree', 'Great Master #1']",,,,,,,,['Daenerys Targaryen'],,,,
355,Viserys Targaryen,/character/ch0155775/,Harry Lloyd,/name/nm0516003/,Targaryen,True,"['Rhaella Targaryen', 'Aerys II Targaryen']","['Daenerys Targaryen', 'Rhaegar Targaryen']",['Khal Drogo'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNzIxMTU1OV5BMl5BanBnXkFtZTcwNzI2ODg5NA@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNzIxMTU1OV5BMl5BanBnXkFtZTcwNzI2ODg5NA@@._V1_SY1000_CR0,0,1503,1000_AL_.jpg",,,,,,,,,,,,,,
356,Walda Bolton,/character/ch0506401/,Elizabeth Webster,/name/nm3531913/,"['Bolton', 'Frey']",,,,"[""Ramsay Snow's Hounds""]",https://images-na.ssl-images-amazon.com/images/M/MV5BOTZiNWE2YTYtZDA2Ny00ZmUwLTk4ZWUtZjFkM2JkYjFiNjE3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTZiNWE2YTYtZDA2Ny00ZmUwLTk4ZWUtZjFkM2JkYjFiNjE3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,['Roose Bolton'],,,,,,,,,
357,Walder Frey,/character/ch0305328/,David Bradley,/name/nm0103195/,Frey,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BYzU0YzZjMTktZDA2Ni00YTRhLWFkZTgtOTQ4Yjg2MmQ2OGUzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzU0YzZjMTktZDA2Ni00YTRhLWFkZTgtOTQ4Yjg2MmQ2OGUzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,"['Black Walder Rivers', 'Lothar Frey', 'Roslin Frey', 'Ryger Rivers']","['Joyeuse Erenford', 'Kitty Frey']",,,,,,,,,
358,Wallen,,Barry O'Connor,,,,,,['Robb Stark'],,,,,,,,,,,,,,,,
359,Warlock,/character/ch0539881/,Lottie Steer,/name/nm5390029/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0NjExMGMtYjJlOC00MWI4LTg5MTgtYTIzZTgxZjc2NDAyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0NjExMGMtYjJlOC00MWI4LTg5MTgtYTIzZTgxZjc2NDAyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
360,Waymar Royce,/character/ch0171390/,Rob Ostlere,/name/nm3209935/,,,['Yohn Royce'],,['White Walker'],https://images-na.ssl-images-amazon.com/images/M/MV5BYzE1Y2EwN2QtMzMzZS00MDZkLTg4ZjItN2NkNGNkYjAzZGVlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzE1Y2EwN2QtMzMzZS00MDZkLTg4ZjItN2NkNGNkYjAzZGVlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
361,Wedding Band,/character/ch0506962/,Sigur Rós,/name/nm1460176/,,,,,,,,,,,,,,,,,,,,,
362,White Walker,/character/ch0304921/,Ian Whyte,/name/nm1613839/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
363,White Walker,/character/ch0304921/,Ross Mullan,/name/nm1368643/,,,,,['Samwell Tarly'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
364,White Walker,/character/ch0304921/,Tim Loane,/name/nm0516385/,,,,,['Jon Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Loboda'],,,,,,,,,,,,
365,White Walker #2,/character/ch0304921/,Spencer Wilding,/name/nm1872855/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNDMyZWUtMDVlMy00OGQxLWFkZTctOWMxZDk1MDA5MmQzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
